split,sample_id,image_path,mask_path,has_defect,width,height,positive_mask_pixels,defect_fraction
train,train-10860,data/extracted/KolektorSDD2/train/10860.png,data/extracted/KolektorSDD2/train/10860_GT.png,False,226,637,0,0.0
train,train-10861,data/extracted/KolektorSDD2/train/10861.png,data/extracted/KolektorSDD2/train/10861_GT.png,False,223,637,0,0.0
train,train-10862,data/extracted/KolektorSDD2/train/10862.png,data/extracted/KolektorSDD2/train/10862_GT.png,False,222,636,0,0.0
train,train-10863,data/extracted/KolektorSDD2/train/10863.png,data/extracted/KolektorSDD2/train/10863_GT.png,False,225,633,0,0.0
train,train-10864,data/extracted/KolektorSDD2/train/10864.png,data/extracted/KolektorSDD2/train/10864_GT.png,False,233,634,0,0.0
train,train-10865,data/extracted/KolektorSDD2/train/10865.png,data/extracted/KolektorSDD2/train/10865_GT.png,False,227,635,0,0.0
train,train-10866,data/extracted/KolektorSDD2/train/10866.png,data/extracted/KolektorSDD2/train/10866_GT.png,False,225,633,0,0.0
train,train-10867,data/extracted/KolektorSDD2/train/10867.png,data/extracted/KolektorSDD2/train/10867_GT.png,False,226,641,0,0.0
train,train-10868,data/extracted/KolektorSDD2/train/10868.png,data/extracted/KolektorSDD2/train/10868_GT.png,False,228,630,0,0.0
train,train-10869,data/extracted/KolektorSDD2/train/10869.png,data/extracted/KolektorSDD2/train/10869_GT.png,True,230,643,5165,0.03492460612617486
train,train-10870,data/extracted/KolektorSDD2/train/10870.png,data/extracted/KolektorSDD2/train/10870_GT.png,False,229,633,0,0.0
train,train-10871,data/extracted/KolektorSDD2/train/10871.png,data/extracted/KolektorSDD2/train/10871_GT.png,False,210,638,0,0.0
train,train-10872,data/extracted/KolektorSDD2/train/10872.png,data/extracted/KolektorSDD2/train/10872_GT.png,False,229,639,0,0.0
train,train-10873,data/extracted/KolektorSDD2/train/10873.png,data/extracted/KolektorSDD2/train/10873_GT.png,False,228,628,0,0.0
train,train-10874,data/extracted/KolektorSDD2/train/10874.png,data/extracted/KolektorSDD2/train/10874_GT.png,True,229,638,92,0.0006296970609574133
train,train-10875,data/extracted/KolektorSDD2/train/10875.png,data/extracted/KolektorSDD2/train/10875_GT.png,False,229,604,0,0.0
train,train-10876,data/extracted/KolektorSDD2/train/10876.png,data/extracted/KolektorSDD2/train/10876_GT.png,False,235,648,0,0.0
train,train-10877,data/extracted/KolektorSDD2/train/10877.png,data/extracted/KolektorSDD2/train/10877_GT.png,False,232,640,0,0.0
train,train-10878,data/extracted/KolektorSDD2/train/10878.png,data/extracted/KolektorSDD2/train/10878_GT.png,False,233,642,0,0.0
train,train-10879,data/extracted/KolektorSDD2/train/10879.png,data/extracted/KolektorSDD2/train/10879_GT.png,False,216,651,0,0.0
train,train-10880,data/extracted/KolektorSDD2/train/10880.png,data/extracted/KolektorSDD2/train/10880_GT.png,False,225,634,0,0.0
train,train-10881,data/extracted/KolektorSDD2/train/10881.png,data/extracted/KolektorSDD2/train/10881_GT.png,False,228,635,0,0.0
train,train-10882,data/extracted/KolektorSDD2/train/10882.png,data/extracted/KolektorSDD2/train/10882_GT.png,False,228,636,0,0.0
train,train-10883,data/extracted/KolektorSDD2/train/10883.png,data/extracted/KolektorSDD2/train/10883_GT.png,False,231,636,0,0.0
train,train-10884,data/extracted/KolektorSDD2/train/10884.png,data/extracted/KolektorSDD2/train/10884_GT.png,False,236,634,0,0.0
train,train-10885,data/extracted/KolektorSDD2/train/10885.png,data/extracted/KolektorSDD2/train/10885_GT.png,False,226,637,0,0.0
train,train-10886,data/extracted/KolektorSDD2/train/10886.png,data/extracted/KolektorSDD2/train/10886_GT.png,False,233,641,0,0.0
train,train-10887,data/extracted/KolektorSDD2/train/10887.png,data/extracted/KolektorSDD2/train/10887_GT.png,False,229,650,0,0.0
train,train-10888,data/extracted/KolektorSDD2/train/10888.png,data/extracted/KolektorSDD2/train/10888_GT.png,False,234,639,0,0.0
train,train-10889,data/extracted/KolektorSDD2/train/10889.png,data/extracted/KolektorSDD2/train/10889_GT.png,False,226,638,0,0.0
train,train-10890,data/extracted/KolektorSDD2/train/10890.png,data/extracted/KolektorSDD2/train/10890_GT.png,False,235,646,0,0.0
train,train-10891,data/extracted/KolektorSDD2/train/10891.png,data/extracted/KolektorSDD2/train/10891_GT.png,False,232,634,0,0.0
train,train-10892,data/extracted/KolektorSDD2/train/10892.png,data/extracted/KolektorSDD2/train/10892_GT.png,False,231,633,0,0.0
train,train-10893,data/extracted/KolektorSDD2/train/10893.png,data/extracted/KolektorSDD2/train/10893_GT.png,True,227,634,1202,0.008351978209813923
train,train-10894,data/extracted/KolektorSDD2/train/10894.png,data/extracted/KolektorSDD2/train/10894_GT.png,False,220,625,0,0.0
train,train-10895,data/extracted/KolektorSDD2/train/10895.png,data/extracted/KolektorSDD2/train/10895_GT.png,False,226,642,0,0.0
train,train-10896,data/extracted/KolektorSDD2/train/10896.png,data/extracted/KolektorSDD2/train/10896_GT.png,False,229,644,0,0.0
train,train-10897,data/extracted/KolektorSDD2/train/10897.png,data/extracted/KolektorSDD2/train/10897_GT.png,False,232,641,0,0.0
train,train-10898,data/extracted/KolektorSDD2/train/10898.png,data/extracted/KolektorSDD2/train/10898_GT.png,False,229,644,0,0.0
train,train-10899,data/extracted/KolektorSDD2/train/10899.png,data/extracted/KolektorSDD2/train/10899_GT.png,False,232,640,0,0.0
train,train-10900,data/extracted/KolektorSDD2/train/10900.png,data/extracted/KolektorSDD2/train/10900_GT.png,True,238,642,940,0.006151993507683447
train,train-10901,data/extracted/KolektorSDD2/train/10901.png,data/extracted/KolektorSDD2/train/10901_GT.png,False,227,633,0,0.0
train,train-10902,data/extracted/KolektorSDD2/train/10902.png,data/extracted/KolektorSDD2/train/10902_GT.png,False,230,637,0,0.0
train,train-10903,data/extracted/KolektorSDD2/train/10903.png,data/extracted/KolektorSDD2/train/10903_GT.png,False,229,639,0,0.0
train,train-10904,data/extracted/KolektorSDD2/train/10904.png,data/extracted/KolektorSDD2/train/10904_GT.png,False,234,635,0,0.0
train,train-10905,data/extracted/KolektorSDD2/train/10905.png,data/extracted/KolektorSDD2/train/10905_GT.png,True,228,636,1906,0.013144102394350656
train,train-10906,data/extracted/KolektorSDD2/train/10906.png,data/extracted/KolektorSDD2/train/10906_GT.png,False,225,627,0,0.0
train,train-10907,data/extracted/KolektorSDD2/train/10907.png,data/extracted/KolektorSDD2/train/10907_GT.png,True,226,634,24633,0.17191731107450936
train,train-10908,data/extracted/KolektorSDD2/train/10908.png,data/extracted/KolektorSDD2/train/10908_GT.png,False,231,638,0,0.0
train,train-10909,data/extracted/KolektorSDD2/train/10909.png,data/extracted/KolektorSDD2/train/10909_GT.png,False,228,640,0,0.0
train,train-10910,data/extracted/KolektorSDD2/train/10910.png,data/extracted/KolektorSDD2/train/10910_GT.png,False,234,630,0,0.0
train,train-10911,data/extracted/KolektorSDD2/train/10911.png,data/extracted/KolektorSDD2/train/10911_GT.png,False,231,645,0,0.0
train,train-10912,data/extracted/KolektorSDD2/train/10912.png,data/extracted/KolektorSDD2/train/10912_GT.png,False,229,638,0,0.0
train,train-10913,data/extracted/KolektorSDD2/train/10913.png,data/extracted/KolektorSDD2/train/10913_GT.png,False,233,632,0,0.0
train,train-10914,data/extracted/KolektorSDD2/train/10914.png,data/extracted/KolektorSDD2/train/10914_GT.png,False,229,639,0,0.0
train,train-10915,data/extracted/KolektorSDD2/train/10915.png,data/extracted/KolektorSDD2/train/10915_GT.png,False,206,636,0,0.0
train,train-10916,data/extracted/KolektorSDD2/train/10916.png,data/extracted/KolektorSDD2/train/10916_GT.png,False,231,633,0,0.0
train,train-10917,data/extracted/KolektorSDD2/train/10917.png,data/extracted/KolektorSDD2/train/10917_GT.png,False,224,620,0,0.0
train,train-10918,data/extracted/KolektorSDD2/train/10918.png,data/extracted/KolektorSDD2/train/10918_GT.png,False,224,636,0,0.0
train,train-10919,data/extracted/KolektorSDD2/train/10919.png,data/extracted/KolektorSDD2/train/10919_GT.png,False,227,633,0,0.0
train,train-10920,data/extracted/KolektorSDD2/train/10920.png,data/extracted/KolektorSDD2/train/10920_GT.png,False,232,648,0,0.0
train,train-10921,data/extracted/KolektorSDD2/train/10921.png,data/extracted/KolektorSDD2/train/10921_GT.png,False,228,632,0,0.0
train,train-10922,data/extracted/KolektorSDD2/train/10922.png,data/extracted/KolektorSDD2/train/10922_GT.png,False,233,631,0,0.0
train,train-10923,data/extracted/KolektorSDD2/train/10923.png,data/extracted/KolektorSDD2/train/10923_GT.png,False,223,634,0,0.0
train,train-10924,data/extracted/KolektorSDD2/train/10924.png,data/extracted/KolektorSDD2/train/10924_GT.png,False,227,638,0,0.0
train,train-10925,data/extracted/KolektorSDD2/train/10925.png,data/extracted/KolektorSDD2/train/10925_GT.png,False,233,643,0,0.0
train,train-10926,data/extracted/KolektorSDD2/train/10926.png,data/extracted/KolektorSDD2/train/10926_GT.png,False,227,632,0,0.0
train,train-10927,data/extracted/KolektorSDD2/train/10927.png,data/extracted/KolektorSDD2/train/10927_GT.png,False,231,633,0,0.0
train,train-10928,data/extracted/KolektorSDD2/train/10928.png,data/extracted/KolektorSDD2/train/10928_GT.png,False,229,633,0,0.0
train,train-10929,data/extracted/KolektorSDD2/train/10929.png,data/extracted/KolektorSDD2/train/10929_GT.png,False,230,632,0,0.0
train,train-10930,data/extracted/KolektorSDD2/train/10930.png,data/extracted/KolektorSDD2/train/10930_GT.png,False,231,648,0,0.0
train,train-10931,data/extracted/KolektorSDD2/train/10931.png,data/extracted/KolektorSDD2/train/10931_GT.png,False,226,625,0,0.0
train,train-10932,data/extracted/KolektorSDD2/train/10932.png,data/extracted/KolektorSDD2/train/10932_GT.png,False,227,642,0,0.0
train,train-10933,data/extracted/KolektorSDD2/train/10933.png,data/extracted/KolektorSDD2/train/10933_GT.png,False,227,631,0,0.0
train,train-10934,data/extracted/KolektorSDD2/train/10934.png,data/extracted/KolektorSDD2/train/10934_GT.png,False,229,638,0,0.0
train,train-10935,data/extracted/KolektorSDD2/train/10935.png,data/extracted/KolektorSDD2/train/10935_GT.png,False,239,642,0,0.0
train,train-10936,data/extracted/KolektorSDD2/train/10936.png,data/extracted/KolektorSDD2/train/10936_GT.png,False,235,637,0,0.0
train,train-10937,data/extracted/KolektorSDD2/train/10937.png,data/extracted/KolektorSDD2/train/10937_GT.png,False,227,612,0,0.0
train,train-10938,data/extracted/KolektorSDD2/train/10938.png,data/extracted/KolektorSDD2/train/10938_GT.png,False,232,643,0,0.0
train,train-10939,data/extracted/KolektorSDD2/train/10939.png,data/extracted/KolektorSDD2/train/10939_GT.png,False,236,638,0,0.0
train,train-10940,data/extracted/KolektorSDD2/train/10940.png,data/extracted/KolektorSDD2/train/10940_GT.png,False,233,639,0,0.0
train,train-10941,data/extracted/KolektorSDD2/train/10941.png,data/extracted/KolektorSDD2/train/10941_GT.png,False,232,646,0,0.0
train,train-10942,data/extracted/KolektorSDD2/train/10942.png,data/extracted/KolektorSDD2/train/10942_GT.png,False,214,643,0,0.0
train,train-10943,data/extracted/KolektorSDD2/train/10943.png,data/extracted/KolektorSDD2/train/10943_GT.png,False,226,637,0,0.0
train,train-10944,data/extracted/KolektorSDD2/train/10944.png,data/extracted/KolektorSDD2/train/10944_GT.png,False,226,636,0,0.0
train,train-10945,data/extracted/KolektorSDD2/train/10945.png,data/extracted/KolektorSDD2/train/10945_GT.png,False,230,636,0,0.0
train,train-10946,data/extracted/KolektorSDD2/train/10946.png,data/extracted/KolektorSDD2/train/10946_GT.png,False,234,640,0,0.0
train,train-10947,data/extracted/KolektorSDD2/train/10947.png,data/extracted/KolektorSDD2/train/10947_GT.png,False,228,635,0,0.0
train,train-10948,data/extracted/KolektorSDD2/train/10948.png,data/extracted/KolektorSDD2/train/10948_GT.png,False,223,627,0,0.0
train,train-10949,data/extracted/KolektorSDD2/train/10949.png,data/extracted/KolektorSDD2/train/10949_GT.png,False,231,643,0,0.0
train,train-10950,data/extracted/KolektorSDD2/train/10950.png,data/extracted/KolektorSDD2/train/10950_GT.png,False,230,636,0,0.0
train,train-10951,data/extracted/KolektorSDD2/train/10951.png,data/extracted/KolektorSDD2/train/10951_GT.png,True,227,636,1731,0.011989859529548666
train,train-10952,data/extracted/KolektorSDD2/train/10952.png,data/extracted/KolektorSDD2/train/10952_GT.png,True,228,643,14727,0.10045428501268724
train,train-10953,data/extracted/KolektorSDD2/train/10953.png,data/extracted/KolektorSDD2/train/10953_GT.png,False,228,643,0,0.0
train,train-10954,data/extracted/KolektorSDD2/train/10954.png,data/extracted/KolektorSDD2/train/10954_GT.png,False,226,631,0,0.0
train,train-10955,data/extracted/KolektorSDD2/train/10955.png,data/extracted/KolektorSDD2/train/10955_GT.png,False,228,638,0,0.0
train,train-10956,data/extracted/KolektorSDD2/train/10956.png,data/extracted/KolektorSDD2/train/10956_GT.png,False,224,632,0,0.0
train,train-10957,data/extracted/KolektorSDD2/train/10957.png,data/extracted/KolektorSDD2/train/10957_GT.png,False,199,634,0,0.0
train,train-10958,data/extracted/KolektorSDD2/train/10958.png,data/extracted/KolektorSDD2/train/10958_GT.png,False,226,637,0,0.0
train,train-10959,data/extracted/KolektorSDD2/train/10959.png,data/extracted/KolektorSDD2/train/10959_GT.png,False,229,641,0,0.0
train,train-10960,data/extracted/KolektorSDD2/train/10960.png,data/extracted/KolektorSDD2/train/10960_GT.png,False,224,629,0,0.0
train,train-10961,data/extracted/KolektorSDD2/train/10961.png,data/extracted/KolektorSDD2/train/10961_GT.png,False,240,641,0,0.0
train,train-10962,data/extracted/KolektorSDD2/train/10962.png,data/extracted/KolektorSDD2/train/10962_GT.png,False,224,631,0,0.0
train,train-10963,data/extracted/KolektorSDD2/train/10963.png,data/extracted/KolektorSDD2/train/10963_GT.png,False,225,642,0,0.0
train,train-10964,data/extracted/KolektorSDD2/train/10964.png,data/extracted/KolektorSDD2/train/10964_GT.png,False,233,644,0,0.0
train,train-10965,data/extracted/KolektorSDD2/train/10965.png,data/extracted/KolektorSDD2/train/10965_GT.png,False,235,633,0,0.0
train,train-10966,data/extracted/KolektorSDD2/train/10966.png,data/extracted/KolektorSDD2/train/10966_GT.png,False,232,634,0,0.0
train,train-10967,data/extracted/KolektorSDD2/train/10967.png,data/extracted/KolektorSDD2/train/10967_GT.png,False,236,649,0,0.0
train,train-10968,data/extracted/KolektorSDD2/train/10968.png,data/extracted/KolektorSDD2/train/10968_GT.png,False,226,644,0,0.0
train,train-10969,data/extracted/KolektorSDD2/train/10969.png,data/extracted/KolektorSDD2/train/10969_GT.png,False,235,638,0,0.0
train,train-10970,data/extracted/KolektorSDD2/train/10970.png,data/extracted/KolektorSDD2/train/10970_GT.png,False,234,655,0,0.0
train,train-10971,data/extracted/KolektorSDD2/train/10971.png,data/extracted/KolektorSDD2/train/10971_GT.png,False,233,630,0,0.0
train,train-10972,data/extracted/KolektorSDD2/train/10972.png,data/extracted/KolektorSDD2/train/10972_GT.png,False,233,635,0,0.0
train,train-10973,data/extracted/KolektorSDD2/train/10973.png,data/extracted/KolektorSDD2/train/10973_GT.png,False,232,634,0,0.0
train,train-10974,data/extracted/KolektorSDD2/train/10974.png,data/extracted/KolektorSDD2/train/10974_GT.png,False,226,635,0,0.0
train,train-10975,data/extracted/KolektorSDD2/train/10975.png,data/extracted/KolektorSDD2/train/10975_GT.png,False,232,639,0,0.0
train,train-10976,data/extracted/KolektorSDD2/train/10976.png,data/extracted/KolektorSDD2/train/10976_GT.png,False,237,630,0,0.0
train,train-10977,data/extracted/KolektorSDD2/train/10977.png,data/extracted/KolektorSDD2/train/10977_GT.png,False,225,634,0,0.0
train,train-10978,data/extracted/KolektorSDD2/train/10978.png,data/extracted/KolektorSDD2/train/10978_GT.png,False,235,631,0,0.0
train,train-10979,data/extracted/KolektorSDD2/train/10979.png,data/extracted/KolektorSDD2/train/10979_GT.png,False,227,641,0,0.0
train,train-10980,data/extracted/KolektorSDD2/train/10980.png,data/extracted/KolektorSDD2/train/10980_GT.png,False,236,638,0,0.0
train,train-10981,data/extracted/KolektorSDD2/train/10981.png,data/extracted/KolektorSDD2/train/10981_GT.png,False,235,631,0,0.0
train,train-10982,data/extracted/KolektorSDD2/train/10982.png,data/extracted/KolektorSDD2/train/10982_GT.png,False,229,636,0,0.0
train,train-10983,data/extracted/KolektorSDD2/train/10983.png,data/extracted/KolektorSDD2/train/10983_GT.png,False,231,634,0,0.0
train,train-10984,data/extracted/KolektorSDD2/train/10984.png,data/extracted/KolektorSDD2/train/10984_GT.png,False,236,641,0,0.0
train,train-10985,data/extracted/KolektorSDD2/train/10985.png,data/extracted/KolektorSDD2/train/10985_GT.png,False,234,640,0,0.0
train,train-10986,data/extracted/KolektorSDD2/train/10986.png,data/extracted/KolektorSDD2/train/10986_GT.png,False,229,631,0,0.0
train,train-10987,data/extracted/KolektorSDD2/train/10987.png,data/extracted/KolektorSDD2/train/10987_GT.png,False,214,645,0,0.0
train,train-10988,data/extracted/KolektorSDD2/train/10988.png,data/extracted/KolektorSDD2/train/10988_GT.png,False,232,641,0,0.0
train,train-10989,data/extracted/KolektorSDD2/train/10989.png,data/extracted/KolektorSDD2/train/10989_GT.png,False,225,640,0,0.0
train,train-10990,data/extracted/KolektorSDD2/train/10990.png,data/extracted/KolektorSDD2/train/10990_GT.png,False,229,629,0,0.0
train,train-10991,data/extracted/KolektorSDD2/train/10991.png,data/extracted/KolektorSDD2/train/10991_GT.png,False,231,636,0,0.0
train,train-10992,data/extracted/KolektorSDD2/train/10992.png,data/extracted/KolektorSDD2/train/10992_GT.png,False,232,632,0,0.0
train,train-10993,data/extracted/KolektorSDD2/train/10993.png,data/extracted/KolektorSDD2/train/10993_GT.png,False,226,633,0,0.0
train,train-10994,data/extracted/KolektorSDD2/train/10994.png,data/extracted/KolektorSDD2/train/10994_GT.png,False,232,642,0,0.0
train,train-10995,data/extracted/KolektorSDD2/train/10995.png,data/extracted/KolektorSDD2/train/10995_GT.png,False,231,643,0,0.0
train,train-10996,data/extracted/KolektorSDD2/train/10996.png,data/extracted/KolektorSDD2/train/10996_GT.png,False,232,635,0,0.0
train,train-10997,data/extracted/KolektorSDD2/train/10997.png,data/extracted/KolektorSDD2/train/10997_GT.png,False,233,648,0,0.0
train,train-10998,data/extracted/KolektorSDD2/train/10998.png,data/extracted/KolektorSDD2/train/10998_GT.png,False,227,628,0,0.0
train,train-10999,data/extracted/KolektorSDD2/train/10999.png,data/extracted/KolektorSDD2/train/10999_GT.png,False,233,637,0,0.0
train,train-11000,data/extracted/KolektorSDD2/train/11000.png,data/extracted/KolektorSDD2/train/11000_GT.png,False,229,627,0,0.0
train,train-11001,data/extracted/KolektorSDD2/train/11001.png,data/extracted/KolektorSDD2/train/11001_GT.png,False,232,635,0,0.0
train,train-11002,data/extracted/KolektorSDD2/train/11002.png,data/extracted/KolektorSDD2/train/11002_GT.png,True,227,636,2436,0.01687307788213781
train,train-11003,data/extracted/KolektorSDD2/train/11003.png,data/extracted/KolektorSDD2/train/11003_GT.png,True,224,631,3671,0.02597209644555128
train,train-11004,data/extracted/KolektorSDD2/train/11004.png,data/extracted/KolektorSDD2/train/11004_GT.png,False,231,644,0,0.0
train,train-11005,data/extracted/KolektorSDD2/train/11005.png,data/extracted/KolektorSDD2/train/11005_GT.png,False,227,650,0,0.0
train,train-11006,data/extracted/KolektorSDD2/train/11006.png,data/extracted/KolektorSDD2/train/11006_GT.png,False,215,641,0,0.0
train,train-11007,data/extracted/KolektorSDD2/train/11007.png,data/extracted/KolektorSDD2/train/11007_GT.png,False,232,647,0,0.0
train,train-11008,data/extracted/KolektorSDD2/train/11008.png,data/extracted/KolektorSDD2/train/11008_GT.png,False,227,633,0,0.0
train,train-11009,data/extracted/KolektorSDD2/train/11009.png,data/extracted/KolektorSDD2/train/11009_GT.png,False,228,637,0,0.0
train,train-11010,data/extracted/KolektorSDD2/train/11010.png,data/extracted/KolektorSDD2/train/11010_GT.png,False,208,638,0,0.0
train,train-11011,data/extracted/KolektorSDD2/train/11011.png,data/extracted/KolektorSDD2/train/11011_GT.png,False,228,638,0,0.0
train,train-11012,data/extracted/KolektorSDD2/train/11012.png,data/extracted/KolektorSDD2/train/11012_GT.png,True,224,632,343,0.002422863924050633
train,train-11013,data/extracted/KolektorSDD2/train/11013.png,data/extracted/KolektorSDD2/train/11013_GT.png,False,227,632,0,0.0
train,train-11014,data/extracted/KolektorSDD2/train/11014.png,data/extracted/KolektorSDD2/train/11014_GT.png,False,227,634,0,0.0
train,train-11015,data/extracted/KolektorSDD2/train/11015.png,data/extracted/KolektorSDD2/train/11015_GT.png,False,232,633,0,0.0
train,train-11016,data/extracted/KolektorSDD2/train/11016.png,data/extracted/KolektorSDD2/train/11016_GT.png,False,229,636,0,0.0
train,train-11017,data/extracted/KolektorSDD2/train/11017.png,data/extracted/KolektorSDD2/train/11017_GT.png,False,226,619,0,0.0
train,train-11018,data/extracted/KolektorSDD2/train/11018.png,data/extracted/KolektorSDD2/train/11018_GT.png,False,229,642,0,0.0
train,train-11019,data/extracted/KolektorSDD2/train/11019.png,data/extracted/KolektorSDD2/train/11019_GT.png,False,232,633,0,0.0
train,train-11020,data/extracted/KolektorSDD2/train/11020.png,data/extracted/KolektorSDD2/train/11020_GT.png,False,231,634,0,0.0
train,train-11021,data/extracted/KolektorSDD2/train/11021.png,data/extracted/KolektorSDD2/train/11021_GT.png,False,223,626,0,0.0
train,train-11022,data/extracted/KolektorSDD2/train/11022.png,data/extracted/KolektorSDD2/train/11022_GT.png,False,231,638,0,0.0
train,train-11023,data/extracted/KolektorSDD2/train/11023.png,data/extracted/KolektorSDD2/train/11023_GT.png,False,225,638,0,0.0
train,train-11024,data/extracted/KolektorSDD2/train/11024.png,data/extracted/KolektorSDD2/train/11024_GT.png,False,225,631,0,0.0
train,train-11025,data/extracted/KolektorSDD2/train/11025.png,data/extracted/KolektorSDD2/train/11025_GT.png,True,231,633,2221,0.015189128933204763
train,train-11026,data/extracted/KolektorSDD2/train/11026.png,data/extracted/KolektorSDD2/train/11026_GT.png,False,228,636,0,0.0
train,train-11027,data/extracted/KolektorSDD2/train/11027.png,data/extracted/KolektorSDD2/train/11027_GT.png,False,224,641,0,0.0
train,train-11028,data/extracted/KolektorSDD2/train/11028.png,data/extracted/KolektorSDD2/train/11028_GT.png,False,234,636,0,0.0
train,train-11029,data/extracted/KolektorSDD2/train/11029.png,data/extracted/KolektorSDD2/train/11029_GT.png,False,231,641,0,0.0
train,train-11030,data/extracted/KolektorSDD2/train/11030.png,data/extracted/KolektorSDD2/train/11030_GT.png,False,235,647,0,0.0
train,train-11031,data/extracted/KolektorSDD2/train/11031.png,data/extracted/KolektorSDD2/train/11031_GT.png,False,232,631,0,0.0
train,train-11032,data/extracted/KolektorSDD2/train/11032.png,data/extracted/KolektorSDD2/train/11032_GT.png,False,229,641,0,0.0
train,train-11033,data/extracted/KolektorSDD2/train/11033.png,data/extracted/KolektorSDD2/train/11033_GT.png,False,234,647,0,0.0
train,train-11034,data/extracted/KolektorSDD2/train/11034.png,data/extracted/KolektorSDD2/train/11034_GT.png,False,223,637,0,0.0
train,train-11035,data/extracted/KolektorSDD2/train/11035.png,data/extracted/KolektorSDD2/train/11035_GT.png,False,228,637,0,0.0
train,train-11036,data/extracted/KolektorSDD2/train/11036.png,data/extracted/KolektorSDD2/train/11036_GT.png,False,239,644,0,0.0
train,train-11037,data/extracted/KolektorSDD2/train/11037.png,data/extracted/KolektorSDD2/train/11037_GT.png,False,228,638,0,0.0
train,train-11038,data/extracted/KolektorSDD2/train/11038.png,data/extracted/KolektorSDD2/train/11038_GT.png,False,233,643,0,0.0
train,train-11039,data/extracted/KolektorSDD2/train/11039.png,data/extracted/KolektorSDD2/train/11039_GT.png,False,234,637,0,0.0
train,train-11040,data/extracted/KolektorSDD2/train/11040.png,data/extracted/KolektorSDD2/train/11040_GT.png,True,231,633,774,0.005293284914137995
train,train-11041,data/extracted/KolektorSDD2/train/11041.png,data/extracted/KolektorSDD2/train/11041_GT.png,False,226,639,0,0.0
train,train-11042,data/extracted/KolektorSDD2/train/11042.png,data/extracted/KolektorSDD2/train/11042_GT.png,False,230,645,0,0.0
train,train-11043,data/extracted/KolektorSDD2/train/11043.png,data/extracted/KolektorSDD2/train/11043_GT.png,False,230,649,0,0.0
train,train-11044,data/extracted/KolektorSDD2/train/11044.png,data/extracted/KolektorSDD2/train/11044_GT.png,False,232,642,0,0.0
train,train-11045,data/extracted/KolektorSDD2/train/11045.png,data/extracted/KolektorSDD2/train/11045_GT.png,False,224,633,0,0.0
train,train-11046,data/extracted/KolektorSDD2/train/11046.png,data/extracted/KolektorSDD2/train/11046_GT.png,False,230,635,0,0.0
train,train-11047,data/extracted/KolektorSDD2/train/11047.png,data/extracted/KolektorSDD2/train/11047_GT.png,False,229,644,0,0.0
train,train-11048,data/extracted/KolektorSDD2/train/11048.png,data/extracted/KolektorSDD2/train/11048_GT.png,False,234,633,0,0.0
train,train-11049,data/extracted/KolektorSDD2/train/11049.png,data/extracted/KolektorSDD2/train/11049_GT.png,False,233,633,0,0.0
train,train-11050,data/extracted/KolektorSDD2/train/11050.png,data/extracted/KolektorSDD2/train/11050_GT.png,False,232,634,0,0.0
train,train-11051,data/extracted/KolektorSDD2/train/11051.png,data/extracted/KolektorSDD2/train/11051_GT.png,False,233,648,0,0.0
train,train-11052,data/extracted/KolektorSDD2/train/11052.png,data/extracted/KolektorSDD2/train/11052_GT.png,True,225,628,3271,0.023149327671620666
train,train-11053,data/extracted/KolektorSDD2/train/11053.png,data/extracted/KolektorSDD2/train/11053_GT.png,False,231,637,0,0.0
train,train-11054,data/extracted/KolektorSDD2/train/11054.png,data/extracted/KolektorSDD2/train/11054_GT.png,False,224,635,0,0.0
train,train-11055,data/extracted/KolektorSDD2/train/11055.png,data/extracted/KolektorSDD2/train/11055_GT.png,False,231,639,0,0.0
train,train-11056,data/extracted/KolektorSDD2/train/11056.png,data/extracted/KolektorSDD2/train/11056_GT.png,False,228,634,0,0.0
train,train-11057,data/extracted/KolektorSDD2/train/11057.png,data/extracted/KolektorSDD2/train/11057_GT.png,False,227,633,0,0.0
train,train-11058,data/extracted/KolektorSDD2/train/11058.png,data/extracted/KolektorSDD2/train/11058_GT.png,False,229,641,0,0.0
train,train-11059,data/extracted/KolektorSDD2/train/11059.png,data/extracted/KolektorSDD2/train/11059_GT.png,False,237,644,0,0.0
train,train-11060,data/extracted/KolektorSDD2/train/11060.png,data/extracted/KolektorSDD2/train/11060_GT.png,False,230,635,0,0.0
train,train-11061,data/extracted/KolektorSDD2/train/11061.png,data/extracted/KolektorSDD2/train/11061_GT.png,True,229,645,2737,0.018530178396127417
train,train-11062,data/extracted/KolektorSDD2/train/11062.png,data/extracted/KolektorSDD2/train/11062_GT.png,False,227,623,0,0.0
train,train-11063,data/extracted/KolektorSDD2/train/11063.png,data/extracted/KolektorSDD2/train/11063_GT.png,False,231,635,0,0.0
train,train-11064,data/extracted/KolektorSDD2/train/11064.png,data/extracted/KolektorSDD2/train/11064_GT.png,False,233,628,0,0.0
train,train-11065,data/extracted/KolektorSDD2/train/11065.png,data/extracted/KolektorSDD2/train/11065_GT.png,False,230,646,0,0.0
train,train-11066,data/extracted/KolektorSDD2/train/11066.png,data/extracted/KolektorSDD2/train/11066_GT.png,False,227,637,0,0.0
train,train-11067,data/extracted/KolektorSDD2/train/11067.png,data/extracted/KolektorSDD2/train/11067_GT.png,False,231,641,0,0.0
train,train-11068,data/extracted/KolektorSDD2/train/11068.png,data/extracted/KolektorSDD2/train/11068_GT.png,False,227,632,0,0.0
train,train-11069,data/extracted/KolektorSDD2/train/11069.png,data/extracted/KolektorSDD2/train/11069_GT.png,False,229,641,0,0.0
