sample_id,official_split,development_split,image_path,mask_path,has_defect,image_sha256
train-10503,train,train,data/extracted/KolektorSDD2/train/10503.png,data/extracted/KolektorSDD2/train/10503_GT.png,False,c9b49dbb821fe2b658bbf37933bf1586bbad392cd828d0cf9ca92a752e4e140e
train-10504,train,train,data/extracted/KolektorSDD2/train/10504.png,data/extracted/KolektorSDD2/train/10504_GT.png,False,3cf27e6b17bcda79c4452d746788ad55c7222fb3886220d535354b3375e29513
train-10505,train,train,data/extracted/KolektorSDD2/train/10505.png,data/extracted/KolektorSDD2/train/10505_GT.png,False,9bfbc931d2ad73572ebbea251080ff73f83e5890fd5600f6266bf76a4366f857
train-10506,train,train,data/extracted/KolektorSDD2/train/10506.png,data/extracted/KolektorSDD2/train/10506_GT.png,True,306a53bccd5f6f0bc5bf779aad75ca04d34f60438c66f92765dd1475f8c554b5
train-10507,train,train,data/extracted/KolektorSDD2/train/10507.png,data/extracted/KolektorSDD2/train/10507_GT.png,False,bd9bdb707533b51d25b7d4e8a9c09d90ec402ce791e42dedaf159b9ae1a9e571
train-10508,train,train,data/extracted/KolektorSDD2/train/10508.png,data/extracted/KolektorSDD2/train/10508_GT.png,False,5eed88bafd3d11378cd0e44e7f8b637a56e4660beec0eaffee4e74f4257f92c7
train-10509,train,train,data/extracted/KolektorSDD2/train/10509.png,data/extracted/KolektorSDD2/train/10509_GT.png,False,4f2c3363ec59f8f400feaefddefbf3f9774a648870cebe159708fd8d411beba8
train-10510,train,train,data/extracted/KolektorSDD2/train/10510.png,data/extracted/KolektorSDD2/train/10510_GT.png,False,b543079d25d0dc5e17f99a4afdebff4b42d5d85dd48e5915d79916cdb0a460d3
train-10511,train,train,data/extracted/KolektorSDD2/train/10511.png,data/extracted/KolektorSDD2/train/10511_GT.png,False,5526b8bc7ebef4c2f8b8db7aa629ed25cfe43f906f105d397341538cb4dc9aa8
train-10512,train,train,data/extracted/KolektorSDD2/train/10512.png,data/extracted/KolektorSDD2/train/10512_GT.png,False,47a4d3329dcfcfe91cdc906416b7164fe8b192fe50c8e497eaac336fed3f8013
train-10513,train,train,data/extracted/KolektorSDD2/train/10513.png,data/extracted/KolektorSDD2/train/10513_GT.png,False,8900987e417bbe4864d8f6395a49900f052ad39abc1487e0475306777bb5e760
train-10514,train,train,data/extracted/KolektorSDD2/train/10514.png,data/extracted/KolektorSDD2/train/10514_GT.png,True,365c4a8092a8a8701e3e10b2d9c32de2bfd87e19e90371f53c0778ef04713776
train-10515,train,train,data/extracted/KolektorSDD2/train/10515.png,data/extracted/KolektorSDD2/train/10515_GT.png,False,b9aadf6871279cb0a5028898b8bc2efe6fe4d85faf7a0a6efd108365a32e6e00
train-10516,train,train,data/extracted/KolektorSDD2/train/10516.png,data/extracted/KolektorSDD2/train/10516_GT.png,True,e5aea122913ce01745678fd1cc58ab2ae4238bb5bc0def43a93a3b8b07da920a
train-10517,train,train,data/extracted/KolektorSDD2/train/10517.png,data/extracted/KolektorSDD2/train/10517_GT.png,False,565388a2133f9e896a623204253e61c44fa203e358e0e7ad528fe092c1a336ea
train-10518,train,train,data/extracted/KolektorSDD2/train/10518.png,data/extracted/KolektorSDD2/train/10518_GT.png,False,7ce8b6af22e6d5690115b8655de0fdc89b972c85189ee730c267413488a91b97
train-10519,train,train,data/extracted/KolektorSDD2/train/10519.png,data/extracted/KolektorSDD2/train/10519_GT.png,False,3e6cad871988bb5e20952aeb300d888c8f9c672ed38028642d5ec42fc696cf6f
train-10520,train,train,data/extracted/KolektorSDD2/train/10520.png,data/extracted/KolektorSDD2/train/10520_GT.png,False,f3c1e69f10c97ee89e8f2d51447f75f5720188181fd7ee1a830126b21ea012cf
train-10521,train,train,data/extracted/KolektorSDD2/train/10521.png,data/extracted/KolektorSDD2/train/10521_GT.png,False,83455066428532e073c0342511ecb70b5004572277bfce8e7de289dacbce7236
train-10522,train,train,data/extracted/KolektorSDD2/train/10522.png,data/extracted/KolektorSDD2/train/10522_GT.png,False,827e09e0f57cc176a682b3c6e21d95b2be78b3f82d8f33b59c7db3179f1261c9
train-10523,train,train,data/extracted/KolektorSDD2/train/10523.png,data/extracted/KolektorSDD2/train/10523_GT.png,False,367db0d0eb00b0e28b5b4b547bad89a8dc8706bbdb1782fbbafbb007dc9e831a
train-10524,train,train,data/extracted/KolektorSDD2/train/10524.png,data/extracted/KolektorSDD2/train/10524_GT.png,False,16e1472b014695bc100c1e7762eb4cca564c83be2b6df458c7d85f2409fdba93
train-10525,train,train,data/extracted/KolektorSDD2/train/10525.png,data/extracted/KolektorSDD2/train/10525_GT.png,False,2215ea036fb3441ca9b1f38fe4f174e3785d3bf8dca5c0f14a6e8f83af6cba40
train-10526,train,train,data/extracted/KolektorSDD2/train/10526.png,data/extracted/KolektorSDD2/train/10526_GT.png,False,7ac1d0d199a049d462f22f5535690c5f8069e03c0993365d0e5bc0e79d6ddcbc
train-10527,train,train,data/extracted/KolektorSDD2/train/10527.png,data/extracted/KolektorSDD2/train/10527_GT.png,False,74878990d1364b222d15ccc37bd24c22b3ce9f23ebd0ac2bd48dc568076a8b3e
train-10528,train,validation,data/extracted/KolektorSDD2/train/10528.png,data/extracted/KolektorSDD2/train/10528_GT.png,False,dece59fc8d4d3df457ffe77cc18644306ca613e034b499e62599fbc1f6cc720e
train-10529,train,train,data/extracted/KolektorSDD2/train/10529.png,data/extracted/KolektorSDD2/train/10529_GT.png,False,76f7db9fce0eef8f298fb428bbe1eef70bbd32ab13ca28308126fd68230784a1
train-10530,train,train,data/extracted/KolektorSDD2/train/10530.png,data/extracted/KolektorSDD2/train/10530_GT.png,False,d7747f827a5b2f10a92bfdfd3f0d06c27743b6938a2e03276d1d712323d0787e
train-10531,train,train,data/extracted/KolektorSDD2/train/10531.png,data/extracted/KolektorSDD2/train/10531_GT.png,False,95a219c75bf10220c197eb9f5f99c489cbc18ce3e9149b4707d395fcae370e09
train-10532,train,train,data/extracted/KolektorSDD2/train/10532.png,data/extracted/KolektorSDD2/train/10532_GT.png,False,bf4a0d2d1dec0ebbce43a208216a5700ca3f7ed7e3ffe8d9eabf915e8bc8220f
train-10533,train,train,data/extracted/KolektorSDD2/train/10533.png,data/extracted/KolektorSDD2/train/10533_GT.png,False,0c9cc310bae589aa1b80f71d5f2c51adaefbf32a4f2d47f6d785cf041dbaa6d9
train-10534,train,validation,data/extracted/KolektorSDD2/train/10534.png,data/extracted/KolektorSDD2/train/10534_GT.png,False,3f8e00e670f35c3cab8089ee5b8ff9427b6ee7e4715e0d6af71ddcc1305cff98
train-10535,train,train,data/extracted/KolektorSDD2/train/10535.png,data/extracted/KolektorSDD2/train/10535_GT.png,False,bc5ea8f346111ae9c1719b0dac7759fc25bbfa8e5015da163069ef3ff038925a
train-10536,train,train,data/extracted/KolektorSDD2/train/10536.png,data/extracted/KolektorSDD2/train/10536_GT.png,True,c68c4a41beef4f59447bbaeee75653b3ef2e2d88ca202b2609eb9ed31e7e4b66
train-10537,train,validation,data/extracted/KolektorSDD2/train/10537.png,data/extracted/KolektorSDD2/train/10537_GT.png,False,ac74969dfa793dffe72caebcc7c0b32bf1c98ac919159fbe75d422f228a8583e
train-10538,train,train,data/extracted/KolektorSDD2/train/10538.png,data/extracted/KolektorSDD2/train/10538_GT.png,False,f575d9a9b4b893916cbd28b8378051e24a7ab2bf18aedb51060452b259ce393e
train-10539,train,validation,data/extracted/KolektorSDD2/train/10539.png,data/extracted/KolektorSDD2/train/10539_GT.png,False,b96f708e6b564291321f26748b8027cacba0249349b430eb9c8537780fc34d54
train-10540,train,train,data/extracted/KolektorSDD2/train/10540.png,data/extracted/KolektorSDD2/train/10540_GT.png,False,8293aaf149ce447d0594f71dbb76a6025b254b80a5d0806de5f8d04ae37b2c9c
train-10541,train,train,data/extracted/KolektorSDD2/train/10541.png,data/extracted/KolektorSDD2/train/10541_GT.png,False,685ccec20726dc1267a3b2489f0c06c5b241d08c8a1bfbea7f3aea4d4b0b2c9a
train-10542,train,train,data/extracted/KolektorSDD2/train/10542.png,data/extracted/KolektorSDD2/train/10542_GT.png,False,b263aa2a3a82b1f6f8e0f4076bc7b8d7fa8e15e93e25a6ababcadf3a876b64ac
train-10543,train,train,data/extracted/KolektorSDD2/train/10543.png,data/extracted/KolektorSDD2/train/10543_GT.png,False,e0cba580a7d267d61270f903bb64a378efabeee5f2ac24874872d3925c1023a9
train-10544,train,validation,data/extracted/KolektorSDD2/train/10544.png,data/extracted/KolektorSDD2/train/10544_GT.png,False,1e77a8c9c5a15e5be415da5c63fdffa5c59a661049f2277acd932c2671995243
train-10545,train,train,data/extracted/KolektorSDD2/train/10545.png,data/extracted/KolektorSDD2/train/10545_GT.png,False,641a3fe2c7924ee06f1500499f6ed79adab4fd9c9ba77100f00afe4c61f94dea
train-10546,train,train,data/extracted/KolektorSDD2/train/10546.png,data/extracted/KolektorSDD2/train/10546_GT.png,False,304d0b204efd5e0f68ba72c6b5cf1a04673b341a557a989d98825748f20faa71
train-10547,train,validation,data/extracted/KolektorSDD2/train/10547.png,data/extracted/KolektorSDD2/train/10547_GT.png,False,cccbb893f4f1b579c9a44f2a92efbbdd9172c18295ce80d66893a723ce63859c
train-10548,train,train,data/extracted/KolektorSDD2/train/10548.png,data/extracted/KolektorSDD2/train/10548_GT.png,False,3794b313086551312e3850ec542d3a0efb8b73c75009904c579812e197fe9256
train-10549,train,train,data/extracted/KolektorSDD2/train/10549.png,data/extracted/KolektorSDD2/train/10549_GT.png,False,a924332f7e33972f13b729b461aefa113f02b4d99e9b4b1587468b39dc3315ea
train-10550,train,train,data/extracted/KolektorSDD2/train/10550.png,data/extracted/KolektorSDD2/train/10550_GT.png,False,92c582d445b8ec51aff70070b97fd57174cbe10679574b1b08e01916072f6fdf
train-10551,train,train,data/extracted/KolektorSDD2/train/10551.png,data/extracted/KolektorSDD2/train/10551_GT.png,False,bc9760eb4d3827f77df922ed802e43c1e51ef431ff7ab6c834622ad2bf0af3ef
train-10552,train,train,data/extracted/KolektorSDD2/train/10552.png,data/extracted/KolektorSDD2/train/10552_GT.png,False,022f95e86f56aef834a764b5a798431cdc2df67249201e0605c3d7de641c8226
train-10553,train,train,data/extracted/KolektorSDD2/train/10553.png,data/extracted/KolektorSDD2/train/10553_GT.png,False,fa20c2568a549342cccea1faae262748ef2f0d9c3ef05976cc153778f9bd6631
train-10554,train,train,data/extracted/KolektorSDD2/train/10554.png,data/extracted/KolektorSDD2/train/10554_GT.png,True,0db7a0fe3e4da1dd1d3dee83c38f027f05a3826faaa1ac6a753111d3dca9df78
train-10555,train,validation,data/extracted/KolektorSDD2/train/10555.png,data/extracted/KolektorSDD2/train/10555_GT.png,False,e76d4d3f660b4b9864bdb34c4bc9e47f2212feccaa654232dc76d1bf210f99b1
train-10556,train,train,data/extracted/KolektorSDD2/train/10556.png,data/extracted/KolektorSDD2/train/10556_GT.png,False,b3c9c6c327951c587c4d2e8dfb3a9dd9e668a93561b0d9717fa370dd0f4608fb
train-10557,train,validation,data/extracted/KolektorSDD2/train/10557.png,data/extracted/KolektorSDD2/train/10557_GT.png,True,518c56ed1f062862cdd76402dcf6184316ab7db1a03ea10aa592bc350130a214
train-10558,train,train,data/extracted/KolektorSDD2/train/10558.png,data/extracted/KolektorSDD2/train/10558_GT.png,False,2c72faccffcccb9ce937855845dccaf31e896fa36eb841dc65a78bf005207398
train-10559,train,validation,data/extracted/KolektorSDD2/train/10559.png,data/extracted/KolektorSDD2/train/10559_GT.png,False,fff5356f2981886c057b501d9c260be5a276ae0f05fa7a1dd2bc9c144461542d
train-10560,train,train,data/extracted/KolektorSDD2/train/10560.png,data/extracted/KolektorSDD2/train/10560_GT.png,False,1b94ddd4c8dc47da9b07513de3e94d19b9f7bdab2e9ed7bb42dd96214dc3a264
train-10561,train,train,data/extracted/KolektorSDD2/train/10561.png,data/extracted/KolektorSDD2/train/10561_GT.png,False,a88c0642dfb3d82209bedbb600d19f3e80dc3f8eec5533246dc0472c77a6a832
train-10562,train,validation,data/extracted/KolektorSDD2/train/10562.png,data/extracted/KolektorSDD2/train/10562_GT.png,False,2a1f3647371eaedb193391e05d6e659cfe6117c64c71a9578703f29c536a416f
train-10563,train,validation,data/extracted/KolektorSDD2/train/10563.png,data/extracted/KolektorSDD2/train/10563_GT.png,False,a6969e682dbe6adbd5de190a57bbf1495361e490fcb695bda19bde464bd784ad
train-10564,train,train,data/extracted/KolektorSDD2/train/10564.png,data/extracted/KolektorSDD2/train/10564_GT.png,False,af52fd443f98b37ac027505133069ce396fd8e571097e74ae6a71f7f670e670b
train-10565,train,train,data/extracted/KolektorSDD2/train/10565.png,data/extracted/KolektorSDD2/train/10565_GT.png,False,ab325dee320c9ae2d58a0bfe81c2d211c538a128fcb67285475280157bf4b23e
train-10566,train,train,data/extracted/KolektorSDD2/train/10566.png,data/extracted/KolektorSDD2/train/10566_GT.png,False,c32ab149678d5480be79e124c4c099e15bd6d02a375c9beb423044967d0d9474
train-10567,train,train,data/extracted/KolektorSDD2/train/10567.png,data/extracted/KolektorSDD2/train/10567_GT.png,False,774c289a528a9e0d207bdb30abd7cb7fb1c169a6f4d537ea433dead97490a82f
train-10568,train,train,data/extracted/KolektorSDD2/train/10568.png,data/extracted/KolektorSDD2/train/10568_GT.png,False,dd807483d2a611002bd1dcc398e87a68abc50d33788b5ba28c7d3cc7f27cce87
train-10569,train,train,data/extracted/KolektorSDD2/train/10569.png,data/extracted/KolektorSDD2/train/10569_GT.png,True,429a2a382e91ac90c54149dc530387f8e0718bc9a8a53b6597c7b768157be248
train-10570,train,train,data/extracted/KolektorSDD2/train/10570.png,data/extracted/KolektorSDD2/train/10570_GT.png,False,951906c970ca0a47eecfab198b473505b7f1c66b98491769e3d3553ec3eda939
train-10571,train,train,data/extracted/KolektorSDD2/train/10571.png,data/extracted/KolektorSDD2/train/10571_GT.png,False,d84907cc6454df8f8ec2eaf21a05166fea4152d332f24ddfe579552b47eab573
train-10572,train,train,data/extracted/KolektorSDD2/train/10572.png,data/extracted/KolektorSDD2/train/10572_GT.png,False,d83ff9cf9f866794fac59db90dc545ddb84f205549c1d9001e6dd28fb46b4e74
train-10573,train,train,data/extracted/KolektorSDD2/train/10573.png,data/extracted/KolektorSDD2/train/10573_GT.png,False,28577ef6b46b3ade8bc74e1200a160898811044b302c87569546e1267e70b3a0
train-10574,train,train,data/extracted/KolektorSDD2/train/10574.png,data/extracted/KolektorSDD2/train/10574_GT.png,True,b7a916c9a60563a106495ece329385269a7f2820270ad0f7a7019c63cda37d1b
train-10575,train,train,data/extracted/KolektorSDD2/train/10575.png,data/extracted/KolektorSDD2/train/10575_GT.png,False,392b70990a461d0ec98f98986f25322067c7bb43f093d6a20476786c6da9bc82
train-10576,train,train,data/extracted/KolektorSDD2/train/10576.png,data/extracted/KolektorSDD2/train/10576_GT.png,False,894a76a6094cd50c0d544875ad90ff85eaa03e5e2c0ae3ecfbb9cfc3dddd8319
train-10577,train,train,data/extracted/KolektorSDD2/train/10577.png,data/extracted/KolektorSDD2/train/10577_GT.png,False,bfb50a0a9b16a04e6a91d3644f465d9dfd082cf3c9a0c2516dd62999d36dba14
train-10578,train,train,data/extracted/KolektorSDD2/train/10578.png,data/extracted/KolektorSDD2/train/10578_GT.png,False,153deacc9f1a06b26211f41f1033151f9d2cfe209f1969bce4e19d10a78add5d
train-10579,train,train,data/extracted/KolektorSDD2/train/10579.png,data/extracted/KolektorSDD2/train/10579_GT.png,False,0ccde7826cdd67e28f20bd72d3169971a40459e29cba100e46b35b5bffb83390
train-10580,train,train,data/extracted/KolektorSDD2/train/10580.png,data/extracted/KolektorSDD2/train/10580_GT.png,False,4d849842f1111abbda4c077688cd6819d7cb969bf082019dbd127a502751b22e
train-10581,train,train,data/extracted/KolektorSDD2/train/10581.png,data/extracted/KolektorSDD2/train/10581_GT.png,False,be8f859bfced0d82d6f256c402ac83bb0f8db8a2af7f9fc1da57103e24ccda49
train-10582,train,train,data/extracted/KolektorSDD2/train/10582.png,data/extracted/KolektorSDD2/train/10582_GT.png,False,6f22463cd796b88158ea4c1cd94d0b9aa10df2641f525b444635d288b3a5f369
train-10583,train,train,data/extracted/KolektorSDD2/train/10583.png,data/extracted/KolektorSDD2/train/10583_GT.png,True,2f42510376b79dd913b9a1c4e4cf004ad5a022e2f2e2e5475a835fb9c008b9db
train-10584,train,train,data/extracted/KolektorSDD2/train/10584.png,data/extracted/KolektorSDD2/train/10584_GT.png,False,1471ded056a0cf4b5f330c150811fa95e817428243a7e761210603eb42f3b750
train-10585,train,train,data/extracted/KolektorSDD2/train/10585.png,data/extracted/KolektorSDD2/train/10585_GT.png,True,9d336965d61e4c04bf9a0ea351eae289a889508b9140e698bb49b98843f2af4d
train-10586,train,train,data/extracted/KolektorSDD2/train/10586.png,data/extracted/KolektorSDD2/train/10586_GT.png,False,e278443bf4d1c769c5033689b0a4e2efbd41d2e14390cb5cae93eef64b467e23
train-10587,train,train,data/extracted/KolektorSDD2/train/10587.png,data/extracted/KolektorSDD2/train/10587_GT.png,False,ab58e96bf2ac2c3601e28175a508f79ccac88ffe2983ea978ccb39c393d60aa3
train-10588,train,train,data/extracted/KolektorSDD2/train/10588.png,data/extracted/KolektorSDD2/train/10588_GT.png,False,f8f6a2a82e01dca5dcd0370f9f4fe26e088a41aa0224995735d67c746c1bbea7
train-10589,train,train,data/extracted/KolektorSDD2/train/10589.png,data/extracted/KolektorSDD2/train/10589_GT.png,False,ba52197d4c36b17f94b59906001ff2ab5c060094436639f84982058a66952874
train-10590,train,train,data/extracted/KolektorSDD2/train/10590.png,data/extracted/KolektorSDD2/train/10590_GT.png,False,a85d7812fe69df5b6214f85378cca399a31d6d1bfe2cbc2a7fb9c915babe279f
train-10591,train,train,data/extracted/KolektorSDD2/train/10591.png,data/extracted/KolektorSDD2/train/10591_GT.png,False,12c6c523487377283b35f682889b7d74820160029e4ec4c50b5a03f79b0928bf
train-10592,train,train,data/extracted/KolektorSDD2/train/10592.png,data/extracted/KolektorSDD2/train/10592_GT.png,False,a94187788574c71f68af73879fb310b876649e8aa53c078ff50c2f894d0ce09c
train-10593,train,train,data/extracted/KolektorSDD2/train/10593.png,data/extracted/KolektorSDD2/train/10593_GT.png,False,6a520f7b7828ca00eb3adb628c072791327271be0625d18fb4673f35aeee2f0f
train-10594,train,train,data/extracted/KolektorSDD2/train/10594.png,data/extracted/KolektorSDD2/train/10594_GT.png,False,652bc8fd684b3d011cd38e95d5b4b6472aea3db1d0c26d2abe916fbb77c6acb6
train-10595,train,train,data/extracted/KolektorSDD2/train/10595.png,data/extracted/KolektorSDD2/train/10595_GT.png,False,abd16a9f69b892c8b4912ed3e05b121e213038da832d07b4e547b1cbfe6c73fc
train-10596,train,train,data/extracted/KolektorSDD2/train/10596.png,data/extracted/KolektorSDD2/train/10596_GT.png,False,562467dda4b0cb49e4996d78fe84c819f82773d6414377604d2614d6dfa8898b
train-10597,train,train,data/extracted/KolektorSDD2/train/10597.png,data/extracted/KolektorSDD2/train/10597_GT.png,False,fb1950c70083f9d35334d492c9b480d97b456cf59072adb9b07d850bcc1a7432
train-10598,train,validation,data/extracted/KolektorSDD2/train/10598.png,data/extracted/KolektorSDD2/train/10598_GT.png,False,a9564474015d64361b7a872e29cb98d65ae6efef2d1e5a5e157b778be989c2d2
train-10599,train,train,data/extracted/KolektorSDD2/train/10599.png,data/extracted/KolektorSDD2/train/10599_GT.png,False,93ae1cf8ed3e28e76ac427143438d2149c1ec34cb20be935b2e1276ea058424c
train-10600,train,validation,data/extracted/KolektorSDD2/train/10600.png,data/extracted/KolektorSDD2/train/10600_GT.png,False,8db110b4421cff901fb515a01c474a9a444b6967576dd4ed371da6776d6d5da8
train-10601,train,validation,data/extracted/KolektorSDD2/train/10601.png,data/extracted/KolektorSDD2/train/10601_GT.png,False,2a247cebfbece4c4e16fe3cb618f354b4e672080c418635985fe880bc269eda0
train-10602,train,train,data/extracted/KolektorSDD2/train/10602.png,data/extracted/KolektorSDD2/train/10602_GT.png,True,dd39f4973ffc42a05d1473363d0cb64d6b7a15817a35c09e254d03f6455bd6d3
train-10603,train,train,data/extracted/KolektorSDD2/train/10603.png,data/extracted/KolektorSDD2/train/10603_GT.png,False,66bbcb6e3276db47de30d87d555bf56f367190cde0fc21d88feee745beacc132
train-10604,train,train,data/extracted/KolektorSDD2/train/10604.png,data/extracted/KolektorSDD2/train/10604_GT.png,False,e42317fc75767697ba0a30e3c7db2120afaf062ae0aa28da283a2dee2e5cdf2f
train-10605,train,train,data/extracted/KolektorSDD2/train/10605.png,data/extracted/KolektorSDD2/train/10605_GT.png,False,c2ec49c12507b29641a4406efce6d8a608fc9ba462c708f09f69f9272b020507
train-10606,train,train,data/extracted/KolektorSDD2/train/10606.png,data/extracted/KolektorSDD2/train/10606_GT.png,False,e76b6e648785983987e6f6cbc38204f097aa91e494748ede960acc51b9ed9ba2
train-10607,train,train,data/extracted/KolektorSDD2/train/10607.png,data/extracted/KolektorSDD2/train/10607_GT.png,False,1ab5e5aecc38ca257c71d4faf9bda11895bf45d6d6e1a7388233e199f764bf2f
train-10608,train,train,data/extracted/KolektorSDD2/train/10608.png,data/extracted/KolektorSDD2/train/10608_GT.png,False,3496b0c7116185c3fdcb6aa77e5939de292605bd9235011a0a39d5850ef9fdbf
train-10609,train,train,data/extracted/KolektorSDD2/train/10609.png,data/extracted/KolektorSDD2/train/10609_GT.png,False,34c758a064d0e442655167d5f7d1e13e2efe2995ce41c28997fb246f39123903
train-10610,train,train,data/extracted/KolektorSDD2/train/10610.png,data/extracted/KolektorSDD2/train/10610_GT.png,False,a21806943900b6e80ad15d633fad3cd84c125c5841f75a7e4a695672ef6b66f1
train-10611,train,train,data/extracted/KolektorSDD2/train/10611.png,data/extracted/KolektorSDD2/train/10611_GT.png,False,7ad2dae3711aaefccc9887350518e8e245a6c4c8a152019ad7fb9b1e5d5f44de
train-10612,train,train,data/extracted/KolektorSDD2/train/10612.png,data/extracted/KolektorSDD2/train/10612_GT.png,True,ff4de9e03d7de96aa450f76692379e05d214b454e9d18eaa566b29ab8b3d6188
train-10613,train,train,data/extracted/KolektorSDD2/train/10613.png,data/extracted/KolektorSDD2/train/10613_GT.png,False,a1c073a380c26fcfe869acd01be5f73f7e3958a33f93f856f38831ad708b91d6
train-10614,train,train,data/extracted/KolektorSDD2/train/10614.png,data/extracted/KolektorSDD2/train/10614_GT.png,False,19c31a4717f79cc418fcc434213f2a48bec4c8eb9d82a6dc383c8d06e52ef72a
train-10615,train,train,data/extracted/KolektorSDD2/train/10615.png,data/extracted/KolektorSDD2/train/10615_GT.png,False,d978f2ee38ffd25a1dbe7fec4d111e3ebd057e41702751cd582d6f5aee4b9ccd
train-10616,train,train,data/extracted/KolektorSDD2/train/10616.png,data/extracted/KolektorSDD2/train/10616_GT.png,False,ae77289211034e8e99608f315b672fffe45ab4b0a160f3f08a9bdd2bc16a588d
train-10617,train,train,data/extracted/KolektorSDD2/train/10617.png,data/extracted/KolektorSDD2/train/10617_GT.png,False,17454b4fa75f76251e92927627a89cceed284ec59037928230089494f5a5f165
train-10618,train,validation,data/extracted/KolektorSDD2/train/10618.png,data/extracted/KolektorSDD2/train/10618_GT.png,True,4e52877fc94019381ac05533556eb28c9c374c58ed255bf366135ea973fff6d7
train-10619,train,train,data/extracted/KolektorSDD2/train/10619.png,data/extracted/KolektorSDD2/train/10619_GT.png,False,33313f0435ffd03253a49f77e79798f9df8dd3e107ccfcdd1cbd7412f1a08645
train-10620,train,train,data/extracted/KolektorSDD2/train/10620.png,data/extracted/KolektorSDD2/train/10620_GT.png,False,a52eacb042d917276d74c46823f8d30e50c71fde67333b5117381ea77e71b91e
train-10621,train,train,data/extracted/KolektorSDD2/train/10621.png,data/extracted/KolektorSDD2/train/10621_GT.png,False,79041d627e92dd2f8d259c368982bce3a8edd6f52be7b5572f5c40123c577216
train-10622,train,train,data/extracted/KolektorSDD2/train/10622.png,data/extracted/KolektorSDD2/train/10622_GT.png,False,fe96462cca099b70474436bb2c80ad2cab6dab900871e8499d48d1fc8c597995
train-10623,train,train,data/extracted/KolektorSDD2/train/10623.png,data/extracted/KolektorSDD2/train/10623_GT.png,False,d41fcf9d067a9e38e7ac7512865ac42a35cd18e0c6a63f0328ef3db4774ed39d
train-10624,train,train,data/extracted/KolektorSDD2/train/10624.png,data/extracted/KolektorSDD2/train/10624_GT.png,False,c45554f18cf31826abfb0e437c060ddfe1c5f3ae5a230dc2bc12e4680e28106d
train-10625,train,train,data/extracted/KolektorSDD2/train/10625.png,data/extracted/KolektorSDD2/train/10625_GT.png,False,c76b62aeede044efbdc0fc7aa2ad27695d5035f8ca9ea3c9c24d30d75b690911
train-10626,train,train,data/extracted/KolektorSDD2/train/10626.png,data/extracted/KolektorSDD2/train/10626_GT.png,False,04d50c05b5753a0e2fec632bf7c6c5d20f332d40e02669519c6c6c0268ca4e0c
train-10627,train,train,data/extracted/KolektorSDD2/train/10627.png,data/extracted/KolektorSDD2/train/10627_GT.png,False,cf32c2162da97e1e221df0cbb98d1120748214d57bf1a603eec216c51d68a2b7
train-10628,train,train,data/extracted/KolektorSDD2/train/10628.png,data/extracted/KolektorSDD2/train/10628_GT.png,True,b0d87595ad7f133d5a12d4100309c4223411a47df01bcdcbd7230061f7b1be09
train-10629,train,train,data/extracted/KolektorSDD2/train/10629.png,data/extracted/KolektorSDD2/train/10629_GT.png,False,f43bd383038a37527a738187f469a41b94ea6263e9420b8865ea56f8a81ef349
train-10630,train,train,data/extracted/KolektorSDD2/train/10630.png,data/extracted/KolektorSDD2/train/10630_GT.png,False,9afda4008b9b720764d86efb0b3918a9bc246394e9e61865c02e2ed0ee2cd4e3
train-10631,train,train,data/extracted/KolektorSDD2/train/10631.png,data/extracted/KolektorSDD2/train/10631_GT.png,False,421a353869aa65dc420c72726985e37de11eb0c3bd830adcb98637bc6f1704e9
train-10632,train,train,data/extracted/KolektorSDD2/train/10632.png,data/extracted/KolektorSDD2/train/10632_GT.png,False,e7a3ff458e0f7c2f133fc00f6403c7184971aefb5bbb52ee43ed63493903b719
train-10633,train,validation,data/extracted/KolektorSDD2/train/10633.png,data/extracted/KolektorSDD2/train/10633_GT.png,False,0e4bec18cd85f78bfe6cd093ad7f6cfae8bb9b0e1ab7c15b428f5cde95538794
train-10634,train,train,data/extracted/KolektorSDD2/train/10634.png,data/extracted/KolektorSDD2/train/10634_GT.png,False,c8f9aa8c889e99791d9352055123ae7f2d14b673d5e6e2ff6497d8db59d316c5
train-10635,train,train,data/extracted/KolektorSDD2/train/10635.png,data/extracted/KolektorSDD2/train/10635_GT.png,False,3e11f6180f86ee6df052140923ba01a673fb4d211791f93c902c0d0300386c8b
train-10636,train,train,data/extracted/KolektorSDD2/train/10636.png,data/extracted/KolektorSDD2/train/10636_GT.png,False,9409b6431222f26b7ab43ff9f3722b5c7f413b48bd1b15a304c8f68444c7208d
train-10637,train,train,data/extracted/KolektorSDD2/train/10637.png,data/extracted/KolektorSDD2/train/10637_GT.png,True,0a33e112780dbda938a451a72b1b36508a3fdfd21d27927100aedad0345916c0
train-10638,train,validation,data/extracted/KolektorSDD2/train/10638.png,data/extracted/KolektorSDD2/train/10638_GT.png,True,4d6c46af8666197e7454d07838cddcdff3d73cd4186acf79f1a2fb3d5915fdb1
train-10639,train,train,data/extracted/KolektorSDD2/train/10639.png,data/extracted/KolektorSDD2/train/10639_GT.png,False,ca6887cb70969b7fdd4c3f3e9d6afaa05ffb7fc81c059f26a7292ce334a66574
train-10640,train,train,data/extracted/KolektorSDD2/train/10640.png,data/extracted/KolektorSDD2/train/10640_GT.png,False,2abbfca3e3cae7bd4b5aea7a0f20383f622f4e584d137a96ecfd343c0387f398
