sample_id,official_split,development_split,image_path,mask_path,image_width,image_height,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,bbox_width,bbox_height,mask_pixels,mask_fraction,connected_components,touches_border,fits_256x256_context0,fits_256x256_context16,fits_256x256_context32,fits_256x384_context0,fits_256x384_context16,fits_256x384_context32,fits_256x512_context0,fits_256x512_context16,fits_256x512_context32
train-11250,train,train,data/extracted/KolektorSDD2/train/11250.png,data/extracted/KolektorSDD2/train/11250_GT.png,232,637,117,391,230,447,114,57,2293,0.015515888052833866,1,False,True,True,True,True,True,True,True,True,True
train-11258,train,train,data/extracted/KolektorSDD2/train/11258.png,data/extracted/KolektorSDD2/train/11258_GT.png,237,633,138,315,226,340,89,26,1737,0.011578379026936229,1,False,True,True,True,True,True,True,True,True,True
train-11269,train,train,data/extracted/KolektorSDD2/train/11269.png,data/extracted/KolektorSDD2/train/11269_GT.png,236,642,58,230,75,240,18,11,162,0.0010692222398225883,1,False,True,True,True,True,True,True,True,True,True
train-11282,train,train,data/extracted/KolektorSDD2/train/11282.png,data/extracted/KolektorSDD2/train/11282_GT.png,228,630,96,237,142,293,47,57,1635,0.011382623224728487,1,False,True,True,True,True,True,True,True,True,True
train-11299,train,train,data/extracted/KolektorSDD2/train/11299.png,data/extracted/KolektorSDD2/train/11299_GT.png,231,640,92,165,143,237,52,73,2742,0.018547077922077923,1,False,True,True,True,True,True,True,True,True,True
train-11315,train,train,data/extracted/KolektorSDD2/train/11315.png,data/extracted/KolektorSDD2/train/11315_GT.png,226,655,0,367,225,494,226,128,16070,0.10855907586300075,1,True,True,False,False,True,False,False,True,False,False
train-11339,train,train,data/extracted/KolektorSDD2/train/11339.png,data/extracted/KolektorSDD2/train/11339_GT.png,228,636,84,280,144,299,61,20,642,0.004427341939755048,1,False,True,True,True,True,True,True,True,True,True
train-11350,train,train,data/extracted/KolektorSDD2/train/11350.png,data/extracted/KolektorSDD2/train/11350_GT.png,230,642,9,361,116,395,108,35,2222,0.015048083434918055,1,False,True,True,True,True,True,True,True,True,True
train-11351,train,validation,data/extracted/KolektorSDD2/train/11351.png,data/extracted/KolektorSDD2/train/11351_GT.png,221,629,0,412,21,572,22,161,2841,0.020437525627837048,1,True,True,True,True,True,True,True,True,True,True
train-11360,train,train,data/extracted/KolektorSDD2/train/11360.png,data/extracted/KolektorSDD2/train/11360_GT.png,228,644,19,354,47,423,29,70,1000,0.006810504522175003,1,False,True,True,True,True,True,True,True,True,True
train-11363,train,train,data/extracted/KolektorSDD2/train/11363.png,data/extracted/KolektorSDD2/train/11363_GT.png,231,625,6,507,80,589,75,83,861,0.005963636363636364,2,False,True,True,True,True,True,True,True,True,True
train-11364,train,train,data/extracted/KolektorSDD2/train/11364.png,data/extracted/KolektorSDD2/train/11364_GT.png,237,650,119,262,149,284,31,23,531,0.0034469328140214217,1,False,True,True,True,True,True,True,True,True,True
train-11386,train,train,data/extracted/KolektorSDD2/train/11386.png,data/extracted/KolektorSDD2/train/11386_GT.png,226,628,206,58,225,153,20,96,839,0.00591144805817034,1,True,True,True,True,True,True,True,True,True,True
train-11388,train,train,data/extracted/KolektorSDD2/train/11388.png,data/extracted/KolektorSDD2/train/11388_GT.png,234,633,113,251,208,286,96,36,2273,0.015345458473420559,1,False,True,True,True,True,True,True,True,True,True
train-11398,train,validation,data/extracted/KolektorSDD2/train/11398.png,data/extracted/KolektorSDD2/train/11398_GT.png,225,647,136,240,224,356,89,117,7012,0.0481676111969775,1,True,True,True,True,True,True,True,True,True,True
train-11404,train,validation,data/extracted/KolektorSDD2/train/11404.png,data/extracted/KolektorSDD2/train/11404_GT.png,227,636,7,537,78,635,72,99,3847,0.026646441138170836,1,True,True,True,True,True,True,True,True,True,True
train-11417,train,train,data/extracted/KolektorSDD2/train/11417.png,data/extracted/KolektorSDD2/train/11417_GT.png,229,634,0,0,33,27,34,28,627,0.004318598211948811,1,True,True,True,True,True,True,True,True,True,True
train-11430,train,train,data/extracted/KolektorSDD2/train/11430.png,data/extracted/KolektorSDD2/train/11430_GT.png,230,629,61,240,157,304,97,65,3987,0.027559272827815028,1,False,True,True,True,True,True,True,True,True,True
train-11432,train,train,data/extracted/KolektorSDD2/train/11432.png,data/extracted/KolektorSDD2/train/11432_GT.png,231,640,121,279,158,356,38,78,2066,0.0139745670995671,1,False,True,True,True,True,True,True,True,True,True
train-11444,train,train,data/extracted/KolektorSDD2/train/11444.png,data/extracted/KolektorSDD2/train/11444_GT.png,235,647,18,23,66,440,49,418,2204,0.014495708507349797,3,False,False,False,False,False,False,False,True,True,True
train-11447,train,train,data/extracted/KolektorSDD2/train/11447.png,data/extracted/KolektorSDD2/train/11447_GT.png,234,633,21,294,122,356,102,63,3090,0.020861181998622757,1,False,True,True,True,True,True,True,True,True,True
train-11458,train,train,data/extracted/KolektorSDD2/train/11458.png,data/extracted/KolektorSDD2/train/11458_GT.png,226,635,142,340,171,359,30,20,471,0.003282001254267995,1,False,True,True,True,True,True,True,True,True,True
train-11477,train,train,data/extracted/KolektorSDD2/train/11477.png,data/extracted/KolektorSDD2/train/11477_GT.png,230,642,127,304,229,343,103,40,2528,0.01712041175673845,1,True,True,True,True,True,True,True,True,True,True
train-11481,train,train,data/extracted/KolektorSDD2/train/11481.png,data/extracted/KolektorSDD2/train/11481_GT.png,227,632,0,337,70,355,71,19,852,0.005938772096135616,1,True,True,True,True,True,True,True,True,True,True
train-11482,train,train,data/extracted/KolektorSDD2/train/11482.png,data/extracted/KolektorSDD2/train/11482_GT.png,235,632,215,46,233,68,19,23,265,0.0017842714785887422,1,False,True,True,True,True,True,True,True,True,True
train-11500,train,validation,data/extracted/KolektorSDD2/train/11500.png,data/extracted/KolektorSDD2/train/11500_GT.png,226,630,13,203,123,311,111,109,5461,0.0383551060542211,1,False,True,True,True,True,True,True,True,True,True
train-11506,train,train,data/extracted/KolektorSDD2/train/11506.png,data/extracted/KolektorSDD2/train/11506_GT.png,226,634,182,0,225,25,44,26,883,0.006162586192456939,1,True,True,True,True,True,True,True,True,True,True
train-11512,train,train,data/extracted/KolektorSDD2/train/11512.png,data/extracted/KolektorSDD2/train/11512_GT.png,229,642,12,178,23,200,12,23,177,0.0012039342121372893,1,False,True,True,True,True,True,True,True,True,True
train-11543,train,train,data/extracted/KolektorSDD2/train/11543.png,data/extracted/KolektorSDD2/train/11543_GT.png,230,630,13,0,66,74,54,75,3201,0.022091097308488614,1,True,True,True,True,True,True,True,True,True,True
train-11549,train,train,data/extracted/KolektorSDD2/train/11549.png,data/extracted/KolektorSDD2/train/11549_GT.png,216,634,0,340,93,633,94,294,2912,0.021264166374576468,3,True,False,False,False,True,True,True,True,True,True
train-11553,train,train,data/extracted/KolektorSDD2/train/11553.png,data/extracted/KolektorSDD2/train/11553_GT.png,229,630,44,304,68,333,25,30,607,0.004207388923546129,1,False,True,True,True,True,True,True,True,True,True
train-11568,train,train,data/extracted/KolektorSDD2/train/11568.png,data/extracted/KolektorSDD2/train/11568_GT.png,230,640,101,233,229,257,129,25,988,0.00671195652173913,1,True,True,True,True,True,True,True,True,True,True
train-11573,train,train,data/extracted/KolektorSDD2/train/11573.png,data/extracted/KolektorSDD2/train/11573_GT.png,233,642,69,302,175,344,107,43,3702,0.024748305322690626,1,False,True,True,True,True,True,True,True,True,True
train-11574,train,train,data/extracted/KolektorSDD2/train/11574.png,data/extracted/KolektorSDD2/train/11574_GT.png,231,640,0,379,40,639,41,261,5103,0.03451704545454545,1,True,False,False,False,True,True,True,True,True,True
train-11584,train,train,data/extracted/KolektorSDD2/train/11584.png,data/extracted/KolektorSDD2/train/11584_GT.png,228,639,85,342,197,439,113,98,6511,0.04469016830024984,1,False,True,True,True,True,True,True,True,True,True
train-11585,train,train,data/extracted/KolektorSDD2/train/11585.png,data/extracted/KolektorSDD2/train/11585_GT.png,224,631,95,529,223,577,129,49,3683,0.026056995698437852,1,True,True,True,True,True,True,True,True,True,True
train-11590,train,train,data/extracted/KolektorSDD2/train/11590.png,data/extracted/KolektorSDD2/train/11590_GT.png,227,643,0,0,164,94,165,95,5760,0.03946259617295031,1,True,True,True,True,True,True,True,True,True,True
train-11601,train,validation,data/extracted/KolektorSDD2/train/11601.png,data/extracted/KolektorSDD2/train/11601_GT.png,233,643,157,272,221,346,65,75,3378,0.02254720696306877,1,False,True,True,True,True,True,True,True,True,True
train-11612,train,train,data/extracted/KolektorSDD2/train/11612.png,data/extracted/KolektorSDD2/train/11612_GT.png,229,640,103,30,228,452,126,423,9232,0.06299126637554585,1,True,False,False,False,False,False,False,True,True,True
train-11616,train,train,data/extracted/KolektorSDD2/train/11616.png,data/extracted/KolektorSDD2/train/11616_GT.png,232,641,3,212,36,256,34,45,981,0.006596643176071871,1,False,True,True,True,True,True,True,True,True,True
train-11629,train,train,data/extracted/KolektorSDD2/train/11629.png,data/extracted/KolektorSDD2/train/11629_GT.png,228,638,0,406,227,604,228,199,12423,0.08540257383270088,2,True,True,False,False,True,False,False,True,False,False
train-11632,train,train,data/extracted/KolektorSDD2/train/11632.png,data/extracted/KolektorSDD2/train/11632_GT.png,231,638,157,388,193,428,37,41,931,0.006317089389189703,1,False,True,True,True,True,True,True,True,True,True
train-11641,train,train,data/extracted/KolektorSDD2/train/11641.png,data/extracted/KolektorSDD2/train/11641_GT.png,231,635,13,140,74,178,62,39,939,0.006401472543204827,2,False,True,True,True,True,True,True,True,True,True
train-11642,train,train,data/extracted/KolektorSDD2/train/11642.png,data/extracted/KolektorSDD2/train/11642_GT.png,233,638,59,0,172,144,114,145,9764,0.06568272633094299,1,True,True,True,True,True,True,True,True,True,True
train-11643,train,validation,data/extracted/KolektorSDD2/train/11643.png,data/extracted/KolektorSDD2/train/11643_GT.png,232,634,175,458,191,467,17,10,137,0.000931415207222887,1,False,True,True,True,True,True,True,True,True,True
train-11658,train,train,data/extracted/KolektorSDD2/train/11658.png,data/extracted/KolektorSDD2/train/11658_GT.png,228,638,202,334,227,344,26,11,202,0.0013886597371170874,1,True,True,True,True,True,True,True,True,True,True
train-11662,train,train,data/extracted/KolektorSDD2/train/11662.png,data/extracted/KolektorSDD2/train/11662_GT.png,230,636,25,477,54,514,30,38,949,0.006487558107738584,1,False,True,True,True,True,True,True,True,True,True
train-11669,train,train,data/extracted/KolektorSDD2/train/11669.png,data/extracted/KolektorSDD2/train/11669_GT.png,233,647,98,519,173,640,76,122,2171,0.014401231169279143,1,False,True,True,True,True,True,True,True,True,True
train-11670,train,train,data/extracted/KolektorSDD2/train/11670.png,data/extracted/KolektorSDD2/train/11670_GT.png,227,636,148,289,226,401,79,113,6006,0.04160086443354667,1,True,True,True,True,True,True,True,True,True,True
train-11695,train,train,data/extracted/KolektorSDD2/train/11695.png,data/extracted/KolektorSDD2/train/11695_GT.png,202,640,7,460,36,488,30,29,504,0.0038985148514851485,1,False,True,True,True,True,True,True,True,True,True
train-11711,train,train,data/extracted/KolektorSDD2/train/11711.png,data/extracted/KolektorSDD2/train/11711_GT.png,235,644,45,289,98,316,54,28,1085,0.007169287696577244,1,False,True,True,True,True,True,True,True,True,True
train-11713,train,validation,data/extracted/KolektorSDD2/train/11713.png,data/extracted/KolektorSDD2/train/11713_GT.png,229,637,0,353,59,397,60,45,2191,0.01501991458323336,1,True,True,True,True,True,True,True,True,True,True
train-11739,train,train,data/extracted/KolektorSDD2/train/11739.png,data/extracted/KolektorSDD2/train/11739_GT.png,214,639,184,40,201,103,18,64,864,0.006318283532973542,1,False,True,True,True,True,True,True,True,True,True
train-11746,train,validation,data/extracted/KolektorSDD2/train/11746.png,data/extracted/KolektorSDD2/train/11746_GT.png,228,638,110,23,227,341,118,319,5800,0.03987240829346093,2,True,False,False,False,True,True,True,True,True,True
train-11750,train,train,data/extracted/KolektorSDD2/train/11750.png,data/extracted/KolektorSDD2/train/11750_GT.png,228,639,0,106,35,305,36,200,3436,0.02358399912143426,1,True,True,True,False,True,True,True,True,True,True
train-11755,train,train,data/extracted/KolektorSDD2/train/11755.png,data/extracted/KolektorSDD2/train/11755_GT.png,233,638,15,328,90,355,76,28,1556,0.01046725954229284,1,False,True,True,True,True,True,True,True,True,True
train-11770,train,train,data/extracted/KolektorSDD2/train/11770.png,data/extracted/KolektorSDD2/train/11770_GT.png,224,632,0,441,100,631,101,191,8743,0.06175830696202532,1,True,True,True,True,True,True,True,True,True,True
train-11775,train,train,data/extracted/KolektorSDD2/train/11775.png,data/extracted/KolektorSDD2/train/11775_GT.png,229,633,160,275,228,335,69,61,2558,0.017646612443690198,1,True,True,True,True,True,True,True,True,True,True
train-11800,train,validation,data/extracted/KolektorSDD2/train/11800.png,data/extracted/KolektorSDD2/train/11800_GT.png,216,626,0,0,33,167,34,168,3439,0.02543338066501006,1,True,True,True,True,True,True,True,True,True,True
train-11804,train,train,data/extracted/KolektorSDD2/train/11804.png,data/extracted/KolektorSDD2/train/11804_GT.png,224,638,119,37,186,110,68,74,3800,0.026589789520824005,1,False,True,True,True,True,True,True,True,True,True
train-11808,train,train,data/extracted/KolektorSDD2/train/11808.png,data/extracted/KolektorSDD2/train/11808_GT.png,196,637,55,0,177,124,123,125,5032,0.04030371960401115,1,True,True,True,True,True,True,True,True,True,True
train-11810,train,train,data/extracted/KolektorSDD2/train/11810.png,data/extracted/KolektorSDD2/train/11810_GT.png,231,640,86,271,139,328,54,58,1828,0.012364718614718615,1,False,True,True,True,True,True,True,True,True,True
train-11832,train,train,data/extracted/KolektorSDD2/train/11832.png,data/extracted/KolektorSDD2/train/11832_GT.png,228,636,0,150,45,224,46,75,3002,0.02070230607966457,1,True,True,True,True,True,True,True,True,True,True
train-11836,train,train,data/extracted/KolektorSDD2/train/11836.png,data/extracted/KolektorSDD2/train/11836_GT.png,229,637,11,589,52,636,42,48,1802,0.012353211355082846,1,True,True,True,True,True,True,True,True,True,True
train-11851,train,train,data/extracted/KolektorSDD2/train/11851.png,data/extracted/KolektorSDD2/train/11851_GT.png,232,644,78,544,105,643,28,100,2498,0.016719318911972585,1,True,True,True,True,True,True,True,True,True,True
train-11858,train,train,data/extracted/KolektorSDD2/train/11858.png,data/extracted/KolektorSDD2/train/11858_GT.png,232,627,17,538,49,626,33,89,1468,0.01009184403013804,1,True,True,True,True,True,True,True,True,True,True
train-11867,train,validation,data/extracted/KolektorSDD2/train/11867.png,data/extracted/KolektorSDD2/train/11867_GT.png,230,628,146,398,158,427,13,30,206,0.0014261977291608972,1,False,True,True,True,True,True,True,True,True,True
train-11870,train,train,data/extracted/KolektorSDD2/train/11870.png,data/extracted/KolektorSDD2/train/11870_GT.png,230,642,11,0,48,154,38,155,3687,0.024969524583502642,1,True,True,True,True,True,True,True,True,True,True
train-11874,train,train,data/extracted/KolektorSDD2/train/11874.png,data/extracted/KolektorSDD2/train/11874_GT.png,229,629,0,3,111,268,112,266,24688,0.17139564429572135,1,True,False,False,False,True,True,True,True,True,True
train-11884,train,train,data/extracted/KolektorSDD2/train/11884.png,data/extracted/KolektorSDD2/train/11884_GT.png,231,633,9,162,52,203,44,42,1480,0.010121526709204434,1,False,True,True,True,True,True,True,True,True,True
train-11899,train,validation,data/extracted/KolektorSDD2/train/11899.png,data/extracted/KolektorSDD2/train/11899_GT.png,227,632,0,237,76,362,77,126,5368,0.03741705236156806,1,True,True,True,True,True,True,True,True,True,True
train-11905,train,validation,data/extracted/KolektorSDD2/train/11905.png,data/extracted/KolektorSDD2/train/11905_GT.png,228,629,0,0,55,297,56,298,4521,0.0315245586143419,2,True,False,False,False,True,True,True,True,True,True
train-11912,train,train,data/extracted/KolektorSDD2/train/11912.png,data/extracted/KolektorSDD2/train/11912_GT.png,230,635,202,432,213,444,12,13,96,0.000657309140705238,1,False,True,True,True,True,True,True,True,True,True
train-11917,train,train,data/extracted/KolektorSDD2/train/11917.png,data/extracted/KolektorSDD2/train/11917_GT.png,230,637,0,0,164,636,165,637,7182,0.04902054467271859,2,True,False,False,False,False,False,False,False,False,False
train-11920,train,train,data/extracted/KolektorSDD2/train/11920.png,data/extracted/KolektorSDD2/train/11920_GT.png,231,637,0,356,30,375,31,20,525,0.0035678607107178534,1,True,True,True,True,True,True,True,True,True,True
train-11923,train,train,data/extracted/KolektorSDD2/train/11923.png,data/extracted/KolektorSDD2/train/11923_GT.png,229,639,25,280,228,406,204,127,6600,0.04510322488057896,1,True,True,True,False,True,True,False,True,True,False
train-11924,train,train,data/extracted/KolektorSDD2/train/11924.png,data/extracted/KolektorSDD2/train/11924_GT.png,229,645,79,293,143,328,65,36,1494,0.010114755763176601,1,False,True,True,True,True,True,True,True,True,True
train-11927,train,train,data/extracted/KolektorSDD2/train/11927.png,data/extracted/KolektorSDD2/train/11927_GT.png,229,638,128,295,181,309,54,15,607,0.004154631695664672,1,False,True,True,True,True,True,True,True,True,True
train-11956,train,train,data/extracted/KolektorSDD2/train/11956.png,data/extracted/KolektorSDD2/train/11956_GT.png,231,641,84,61,208,305,125,245,2056,0.01388523073390468,2,False,True,False,False,True,True,True,True,True,True
train-11957,train,train,data/extracted/KolektorSDD2/train/11957.png,data/extracted/KolektorSDD2/train/11957_GT.png,226,641,196,0,225,57,30,58,1234,0.008518216834868085,1,True,True,True,True,True,True,True,True,True,True
train-11962,train,train,data/extracted/KolektorSDD2/train/11962.png,data/extracted/KolektorSDD2/train/11962_GT.png,231,640,28,208,91,280,64,73,1499,0.010139339826839826,1,False,True,True,True,True,True,True,True,True,True
train-11969,train,validation,data/extracted/KolektorSDD2/train/11969.png,data/extracted/KolektorSDD2/train/11969_GT.png,227,621,158,481,177,526,20,46,692,0.004908950321706499,1,False,True,True,True,True,True,True,True,True,True
train-11980,train,train,data/extracted/KolektorSDD2/train/11980.png,data/extracted/KolektorSDD2/train/11980_GT.png,231,641,0,0,26,104,27,105,2249,0.015188659494431725,1,True,True,True,True,True,True,True,True,True,True
train-11986,train,train,data/extracted/KolektorSDD2/train/11986.png,data/extracted/KolektorSDD2/train/11986_GT.png,230,636,79,308,153,325,75,18,693,0.004737489745693191,1,False,True,True,True,True,True,True,True,True,True
train-12008,train,train,data/extracted/KolektorSDD2/train/12008.png,data/extracted/KolektorSDD2/train/12008_GT.png,234,641,2,352,90,499,89,148,7819,0.05212875181673934,1,False,True,True,True,True,True,True,True,True,True
train-12026,train,train,data/extracted/KolektorSDD2/train/12026.png,data/extracted/KolektorSDD2/train/12026_GT.png,233,635,46,294,135,351,90,58,3550,0.023993781893143187,1,False,True,True,True,True,True,True,True,True,True
train-12028,train,validation,data/extracted/KolektorSDD2/train/12028.png,data/extracted/KolektorSDD2/train/12028_GT.png,229,634,21,391,41,430,21,40,562,0.003870896642927004,1,False,True,True,True,True,True,True,True,True,True
train-12041,train,train,data/extracted/KolektorSDD2/train/12041.png,data/extracted/KolektorSDD2/train/12041_GT.png,229,631,202,172,220,198,19,27,300,0.002076138935217545,1,False,True,True,True,True,True,True,True,True,True
train-12050,train,validation,data/extracted/KolektorSDD2/train/12050.png,data/extracted/KolektorSDD2/train/12050_GT.png,230,627,35,5,79,77,45,73,1495,0.01036682615629984,1,False,True,True,True,True,True,True,True,True,True
train-12056,train,train,data/extracted/KolektorSDD2/train/12056.png,data/extracted/KolektorSDD2/train/12056_GT.png,230,645,0,0,139,158,140,159,12610,0.08500168520390967,1,True,True,True,True,True,True,True,True,True,True
train-12070,train,train,data/extracted/KolektorSDD2/train/12070.png,data/extracted/KolektorSDD2/train/12070_GT.png,230,640,143,312,222,329,80,18,964,0.006548913043478261,1,False,True,True,True,True,True,True,True,True,True
train-12071,train,train,data/extracted/KolektorSDD2/train/12071.png,data/extracted/KolektorSDD2/train/12071_GT.png,231,634,28,0,210,290,183,291,31722,0.2166004342660494,1,True,False,False,False,True,True,True,True,True,True
train-12080,train,train,data/extracted/KolektorSDD2/train/12080.png,data/extracted/KolektorSDD2/train/12080_GT.png,230,629,44,197,186,249,143,53,5484,0.03790696066910901,1,False,True,True,True,True,True,True,True,True,True
train-12081,train,validation,data/extracted/KolektorSDD2/train/12081.png,data/extracted/KolektorSDD2/train/12081_GT.png,230,628,149,168,202,215,54,48,1902,0.01316809747992246,1,False,True,True,True,True,True,True,True,True,True
train-12105,train,train,data/extracted/KolektorSDD2/train/12105.png,data/extracted/KolektorSDD2/train/12105_GT.png,230,613,152,312,229,351,78,40,1739,0.012334208099865239,1,True,True,True,True,True,True,True,True,True,True
train-12109,train,train,data/extracted/KolektorSDD2/train/12109.png,data/extracted/KolektorSDD2/train/12109_GT.png,232,632,139,584,173,616,35,33,865,0.005899443474465299,1,False,True,True,True,True,True,True,True,True,True
train-12131,train,train,data/extracted/KolektorSDD2/train/12131.png,data/extracted/KolektorSDD2/train/12131_GT.png,230,614,148,484,197,544,50,61,2204,0.015606854553179436,1,False,True,True,True,True,True,True,True,True,True
train-12141,train,train,data/extracted/KolektorSDD2/train/12141.png,data/extracted/KolektorSDD2/train/12141_GT.png,217,620,13,400,23,457,11,58,509,0.0037832614835736585,1,False,True,True,True,True,True,True,True,True,True
train-12146,train,train,data/extracted/KolektorSDD2/train/12146.png,data/extracted/KolektorSDD2/train/12146_GT.png,230,644,100,341,211,383,112,43,2855,0.01927491223332433,1,False,True,True,True,True,True,True,True,True,True
train-12160,train,train,data/extracted/KolektorSDD2/train/12160.png,data/extracted/KolektorSDD2/train/12160_GT.png,227,627,143,180,188,310,46,131,3643,0.025595627033141524,1,False,True,True,True,True,True,True,True,True,True
train-12179,train,train,data/extracted/KolektorSDD2/train/12179.png,data/extracted/KolektorSDD2/train/12179_GT.png,229,629,53,0,228,628,176,629,13293,0.09228622406120479,2,True,False,False,False,False,False,False,False,False,False
train-12191,train,train,data/extracted/KolektorSDD2/train/12191.png,data/extracted/KolektorSDD2/train/12191_GT.png,230,643,12,306,37,374,26,69,1484,0.010034485090269794,1,False,True,True,True,True,True,True,True,True,True
train-12201,train,train,data/extracted/KolektorSDD2/train/12201.png,data/extracted/KolektorSDD2/train/12201_GT.png,230,631,11,314,117,355,107,42,3169,0.021835595672845036,1,False,True,True,True,True,True,True,True,True,True
train-12210,train,train,data/extracted/KolektorSDD2/train/12210.png,data/extracted/KolektorSDD2/train/12210_GT.png,230,645,165,510,229,644,65,135,5363,0.036150994270306706,1,True,True,True,True,True,True,True,True,True,True
train-12216,train,train,data/extracted/KolektorSDD2/train/12216.png,data/extracted/KolektorSDD2/train/12216_GT.png,229,635,42,0,197,380,156,381,6239,0.042904789739710486,2,True,False,False,False,True,False,False,True,True,True
train-12233,train,train,data/extracted/KolektorSDD2/train/12233.png,data/extracted/KolektorSDD2/train/12233_GT.png,229,625,62,221,228,308,167,88,7020,0.04904803493449782,1,True,True,True,True,True,True,True,True,True,True
train-12237,train,train,data/extracted/KolektorSDD2/train/12237.png,data/extracted/KolektorSDD2/train/12237_GT.png,232,638,0,255,231,389,232,135,10525,0.07110717760242136,2,True,True,False,False,True,False,False,True,False,False
train-12244,train,train,data/extracted/KolektorSDD2/train/12244.png,data/extracted/KolektorSDD2/train/12244_GT.png,229,620,141,0,213,31,73,32,1402,0.009874630229609804,1,True,True,True,True,True,True,True,True,True,True
train-12245,train,train,data/extracted/KolektorSDD2/train/12245.png,data/extracted/KolektorSDD2/train/12245_GT.png,230,637,0,572,105,614,106,43,3570,0.024366937410415672,1,True,True,True,True,True,True,True,True,True,True
train-12255,train,train,data/extracted/KolektorSDD2/train/12255.png,data/extracted/KolektorSDD2/train/12255_GT.png,230,616,0,37,21,113,22,77,1205,0.008505081874647092,1,True,True,True,True,True,True,True,True,True,True
train-12274,train,validation,data/extracted/KolektorSDD2/train/12274.png,data/extracted/KolektorSDD2/train/12274_GT.png,230,629,39,489,101,543,63,55,721,0.004983756134651275,1,False,True,True,True,True,True,True,True,True,True
train-12287,train,train,data/extracted/KolektorSDD2/train/12287.png,data/extracted/KolektorSDD2/train/12287_GT.png,231,633,50,172,111,237,62,66,2654,0.01815035938258687,1,False,True,True,True,True,True,True,True,True,True
train-12288,train,train,data/extracted/KolektorSDD2/train/12288.png,data/extracted/KolektorSDD2/train/12288_GT.png,229,632,62,72,208,528,147,457,1938,0.013390636227958653,3,False,False,False,False,False,False,False,True,True,False
train-12301,train,train,data/extracted/KolektorSDD2/train/12301.png,data/extracted/KolektorSDD2/train/12301_GT.png,229,638,128,0,228,61,101,62,3697,0.025304239503908227,1,True,True,True,True,True,True,True,True,True,True
train-12303,train,train,data/extracted/KolektorSDD2/train/12303.png,data/extracted/KolektorSDD2/train/12303_GT.png,232,640,0,62,138,205,139,144,13052,0.08790409482758621,1,True,True,True,True,True,True,True,True,True,True
train-12314,train,train,data/extracted/KolektorSDD2/train/12314.png,data/extracted/KolektorSDD2/train/12314_GT.png,229,636,165,0,228,85,64,86,4355,0.029901678064321223,1,True,True,True,True,True,True,True,True,True,True
train-12315,train,validation,data/extracted/KolektorSDD2/train/12315.png,data/extracted/KolektorSDD2/train/12315_GT.png,229,631,111,123,182,240,72,118,3841,0.026581498833901963,1,False,True,True,True,True,True,True,True,True,True
train-12317,train,train,data/extracted/KolektorSDD2/train/12317.png,data/extracted/KolektorSDD2/train/12317_GT.png,233,635,0,422,95,535,96,114,2652,0.017924368895948093,2,True,True,True,True,True,True,True,True,True,True
test-20042,test,test,data/extracted/KolektorSDD2/test/20042.png,data/extracted/KolektorSDD2/test/20042_GT.png,227,624,0,247,97,340,98,94,5529,0.03903337851575737,1,True,True,True,True,True,True,True,True,True,True
test-20056,test,test,data/extracted/KolektorSDD2/test/20056.png,data/extracted/KolektorSDD2/test/20056_GT.png,230,648,0,262,41,320,42,59,1564,0.010493827160493827,1,True,True,True,True,True,True,True,True,True,True
test-20068,test,test,data/extracted/KolektorSDD2/test/20068.png,data/extracted/KolektorSDD2/test/20068_GT.png,230,637,138,431,183,504,46,74,2321,0.015841922053102177,1,False,True,True,True,True,True,True,True,True,True
test-20084,test,test,data/extracted/KolektorSDD2/test/20084.png,data/extracted/KolektorSDD2/test/20084_GT.png,229,639,82,166,228,208,147,43,4492,0.030697528206600107,1,True,True,True,True,True,True,True,True,True,True
test-20095,test,test,data/extracted/KolektorSDD2/test/20095.png,data/extracted/KolektorSDD2/test/20095_GT.png,231,645,0,233,81,340,82,108,4457,0.029913755495150844,1,True,True,True,True,True,True,True,True,True,True
test-20099,test,test,data/extracted/KolektorSDD2/test/20099.png,data/extracted/KolektorSDD2/test/20099_GT.png,230,637,0,275,86,329,87,55,3785,0.0258344140331718,1,True,True,True,True,True,True,True,True,True,True
test-20117,test,test,data/extracted/KolektorSDD2/test/20117.png,data/extracted/KolektorSDD2/test/20117_GT.png,231,639,117,367,218,518,102,152,3272,0.022166670053993996,2,False,True,True,True,True,True,True,True,True,True
test-20118,test,test,data/extracted/KolektorSDD2/test/20118.png,data/extracted/KolektorSDD2/test/20118_GT.png,229,637,0,1,61,141,62,141,5000,0.03427639110733309,1,True,True,True,True,True,True,True,True,True,True
test-20121,test,test,data/extracted/KolektorSDD2/test/20121.png,data/extracted/KolektorSDD2/test/20121_GT.png,229,645,22,124,179,216,158,93,6609,0.04474459226160252,1,False,True,True,True,True,True,True,True,True,True
test-20125,test,test,data/extracted/KolektorSDD2/test/20125.png,data/extracted/KolektorSDD2/test/20125_GT.png,235,633,152,294,234,328,83,35,2144,0.014412960908877013,1,True,True,True,True,True,True,True,True,True,True
test-20129,test,test,data/extracted/KolektorSDD2/test/20129.png,data/extracted/KolektorSDD2/test/20129_GT.png,228,626,3,213,79,261,77,49,2062,0.014447060142368701,1,False,True,True,True,True,True,True,True,True,True
test-20130,test,test,data/extracted/KolektorSDD2/test/20130.png,data/extracted/KolektorSDD2/test/20130_GT.png,228,637,58,543,92,635,35,93,1282,0.008827012586411083,1,False,True,True,True,True,True,True,True,True,True
